672705976809250,-0.124891,0.198968,9.69959,0.000820305,-0.00153589,-0.000750492
672705978810813,-0.124891,0.198968,9.69959,0.000331613,-0.00125664,-0.000610865
672705980810813,-0.137523,0.180829,9.68929,0.000436332,-0.000506145,-0.000244346
672705982809250,-0.137523,0.180829,9.68929,0.000802851,0.000733038,-8.72665e-05
672705984809250,-0.133874,0.186432,9.68913,0.000331613,0.00155334,-3.49066e-05
672705986809250,-0.133874,0.186432,9.68913,-0.000174533,0.00125664,-0.000331613
672705988809250,-0.116971,0.185733,9.72154,-6.98132e-05,0.00113446,-0.000436332
672705990810813,-0.116971,0.185733,9.72154,-1.74533e-05,0.000767945,0.000122173
672705992809250,-0.104282,0.181193,9.71399,0,0.000314159,0.000366519
672705994809250,-0.104282,0.181193,9.71399,0.000296706,0.000122173,0.000139626
672705996817063,-0.117153,0.182247,9.70596,0.000750492,5.23599e-05,5.23599e-05
672705998809250,-0.117153,0.182247,9.70596,0.000925025,-0.000593412,-0.000279253
672706000809250,-0.122248,0.192005,9.71521,0.000698132,-0.00150098,-0.000418879
672706002809250,-0.122248,0.192005,9.71521,0.000279253,-0.00155334,-0.000174533
672706004815500,-0.120984,0.198594,9.69397,0.000418879,-0.00125664,-0.000698132
672706006809250,-0.120984,0.198594,9.69397,0.000488692,-0.00144862,-0.000907571
672706008809250,-0.120965,0.192532,9.69917,0.000191986,-0.00153589,-0.000680678
672706010809250,-0.120965,0.192532,9.69917,6.98132e-05,-0.0015708,-0.000907571
672706012817063,-0.115314,0.209292,9.69512,0.000331613,-0.00221657,-0.000994838
672706014809250,-0.115314,0.209292,9.69512,0.000453786,-0.00216421,-0.000715585
672706016809250,-0.118092,0.206371,9.70884,0.000174533,-0.00118682,-0.000279253
672706018809250,-0.118092,0.206371,9.70884,-0.000226893,-0.000471239,0.000191986
672706020809250,-0.102721,0.193442,9.71641,-0.000401426,-0.000506145,0.000698132
672706022809250,-0.102721,0.193442,9.71641,-0.000471239,-0.000837758,0.000593412
672706024809250,-0.104598,0.201965,9.71599,-0.000506145,-0.000959931,-0.000383972
672706026809250,-0.104598,0.201965,9.71599,-0.000191986,-0.000698132,-0.00141372
672706028809250,-0.100499,0.205183,9.69906,-0.000715585,-0.000279253,-0.00120428
672706030809250,-0.100499,0.205183,9.69906,-0.000907571,-0.00010472,-0.000488692
672706032809250,-0.0994839,0.203229,9.71665,-0.000680678,-3.49066e-05,-0.000820305
672706034810813,-0.0994839,0.203229,9.71665,-0.000907571,-1.74533e-05,-0.00127409
672706036809250,-0.096946,0.19755,9.70327,-0.000994838,-0.000314159,-0.000837758
672706038812375,-0.096946,0.19755,9.70327,-0.00102974,-0.000436332,-1.74533e-05
672706040809250,-0.103497,0.20163,9.70698,-0.000733038,-0.000174533,0.000296706
672706042809250,-0.103497,0.20163,9.70698,-0.000296706,-6.98132e-05,-0.000506145
672706044810813,-0.108467,0.221358,9.71558,-0.000436332,-1.74533e-05,-0.00115192
672706046813938,-0.108467,0.221358,9.71558,-0.000488692,-0.000314159,-0.000767945
672706048809250,-0.0973195,0.198,9.7163,-0.000191986,-0.000436332,-0.000314159
672706050810813,-0.0973195,0.198,9.7163,-0.000383972,-0.000174533,-0.000122173
672706052809250,-0.122248,0.19009,9.7059,-0.000471239,-0.000383972,-5.23599e-05
672706054820188,-0.122248,0.19009,9.7059,-0.000191986,-0.00109956,-1.74533e-05
672706056809250,-0.108151,0.18376,9.7021,-6.98132e-05,-0.00139626,0
672706058809250,-0.108151,0.18376,9.7021,-1.74533e-05,-0.00118682,0
